id,name,producer,nation,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
148766,La Guado Vika Oak Cabernet Sauvignon,SRL Cerro Correa SRL,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2007,750
148767,Trockenbeeren Ice Wine,Wine and Commerce,Austria,White,Dessert,10.2,6~8,SWEET5,ACIDITY3,BODY3,TANNIN1,0,2004,750
148768,Panul Oak Aged Reserve Merlot,Vinedos Errazuriz Ovalle SA,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2010,750
148769,"Domaine Truchetet, Bourgogne Hautes Cotes de Nuits Chardonnay",Domaine Truchetet,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2007,750
148770,"Domaine de La Creuze Noire, Pouilly Fuisse",Domaine de La Creuze Noire,France,White,Table,13.5,10~12,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2007,750
148771,"Domaine Jean Jacques Girard, Savigny les Beaune",Domaine JeanJacques Girard,France,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2006,750
148772,"Agnes et Didier Dauvissat, Chablis",Agnes et Didier Dauvissat,France,White,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2007,750
148773,"Domaine Truchetet, Bourgogne Hautes Cotes de Nuits Pinot Noir",Domaine Truchetet,France,Red,Table,13,15~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2007,750
148774,Domaine G. Roblot Marchand et Fils Vosne Romanee,Domaine G RoblotMarchand et Fils,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2008,750
148775,"Domaine de La Creuze Noire, Saint Veran",Domaine de La Creuze Noire,France,White,Table,13,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2007,750
148776,"Domaine G. Roblot Marchand et Fils, Chambolle Musigny",Domaine G RoblotMarchand et Fils,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2008,750
148777,"Domaine Gerard Thomas, Saint Aubin Champ Tirant",Domaine Gerard Thomas,France,White,Table,13,10~16,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2007,750
148778,Senorio de Guadianeja Reserva,Senorio de Guadianeja,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2002,750
148779,Senorio de Guadianeja Crianza,Senorio de Guadianeja,Spain,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2003,750
148780,"Presbytere de Prestige, Cotes du Roussillon Villages Caramany",Presbytere de Prestige,France,Red,Table,13.5,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
148781,Chateau La Gontelle,Chateau La Gontelle,France,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,45000,2012,750
148782,"Quasar, Reserva Cabernet Sauvignon",Quasar Wines,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,34000,2007,750
148783,"Casa Sant'Orsola, Barbaresco I Siglati",Casa SantOrsola,Italy,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2007,750
148784,Poderi Morini Cuore Matto,Poderi Morini,Italy,White,Table,,,SWEET3,ACIDITY3,BODY3,TANNIN1,0,2009,750
148785,Bourgogne Aligote,Didier Montchovet,France,White,"Appetizer, Table",12,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2007,750
148786,Senorio de Guadianeja Chardonnay,Senorio de Guadianeja,Spain,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2007,750
148789,Korta Barrel Selection Cabernet Sauvignon,Korta,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2005,750
148790,Korta Cabernet Sauvignon,Korta,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
148791,Maison Beyiere,Maison Beyiere,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2001,750
148792,Chateau Le Linquier Cotes du Roussillon,Chateau Le Linquier,France,Red,Table,12,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
148793,Chateau Montrabech,Chateau Montrabech,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
148794,Chartrons Rouge,Chartrons,France,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
148795,Daniel Bessiere Cotes du Roussillon,Daniel Bessiere,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
148797,Cuvee Vom Sand,Sattlerhof Winery,Austria,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY2,TANNIN1,55000,2008,750
148798,"Azienda Agricola Cos, Cerasuolo di Vittoria Classico",Azienda Agricola Cos,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2007,750
148799,"Azienda Agricola Cos, Nero di Lupo",Azienda Agricola Cos,Italy,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2008,750
148800,"Hillinger, Small Hill Sweet ",Weingut Leo Hillinger,Austria,White,Dessert,,,SWEET5,ACIDITY2,BODY3,TANNIN1,98000,2007,375
148801,"Hillinger, St. Laurent",Weingut Leo Hillinger,Austria,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2007,750
148802,"Hillinger, Small Hill Red",Weingut Leo Hillinger,Austria,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,65000,2007,750
148803,"Hillinger, Hill Side",Weingut Leo Hillinger,Austria,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,92000,2008,750
148804,"Hillinger, Hill 1",Weingut Leo Hillinger,Austria,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,200000,2006,750
148805,"Hillinger, Hill 2",Weingut Leo Hillinger,Austria,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,150000,2006,750
148806,"Hillinger, Hill 3",Weingut Leo Hillinger,Austria,White,Dessert,,,SWEET5,ACIDITY2,BODY3,TANNIN1,210000,2005,375
148807,"Gager, Ried Fabian",Gager,Austria,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,58000,0,750
148808,Carato Venusio Aglianico del Vulture,Cantina di Venosa,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2004,750
148809,"Castello di Selvole, Sangiovese",Castello di Selvole,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2006,750
148810,"Castello di Selvole, Chianti Classico",Castello di Selvole B2B,Italy,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2018,750
148811,"Zantho, Zweiget Reserve",Zantho,Austria,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,65000,2007,750
148812,Gesellmann Op Eximium Cuvee No.19,Gesellmann,Austria,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,185000,2006,750
148813,Terre di Orazio Aglianico del Vulture,Cantina di Venosa,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
148814,"Graff, Riesling Spatlese",Weingut Carl Graff,Germany,White,"Table, Dessert",,,SWEET3,ACIDITY3,BODY3,TANNIN1,62000,2015,750
148815,Graff Riesling kabinett,Weingut Carl Graff,Germany,White,Table,,,SWEET2,ACIDITY5,BODY2,TANNIN1,55000,2007,750
148820,Beau Rivage,Borie Manoux,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,18500,2011,750
148821,"J.Bouchon, Las Mercedes Ensamblaje",JBouchon,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,60000,2008,750
148822,"J.Bouchon, Las Mercedes Sauvignon Blanc",JBouchon,Chile,White,"Appetizer, Table",13.5,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,60000,2012,750
148823,Caline,Val Dorbieu,France,Red,Table,11.5,15~16,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
148824,"Certosa di Pontignano, Chianti Classico",Dievole,Italy,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
148825,Rinascimento,Dievole,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,39500,2012,750
148827,"Conti Zecca, Donna Marzla",Conti Zecca,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
148828,"Fatascia, Syrah",Fatascia,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
148829,"Feudo Arancio Stemmari, Cabernet Sauvignon",Feudo Arancio,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
148830,"Il Poggio dei Vigneti, Montepulciano d'Abruzzo",Il Poggio dei Vigneti,Italy,Red,Table,12,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
148831,"Il Palazzone, Brunello di Montalcino Riserva",Il Palazzone,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
148832,"Fattoria di Cinciano, Chianti Classico",Cinciano,Italy,Red,Table,14.5,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
148834,"Fattoria di Cinciano, Chianti Classico Riserva",Cinciano,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2015,750
148835,Villa Jolanda Nebbiolo d'Alba,Santero,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2007,750
148837,"Rivetto, Langhe Nebbiolo 'Lirano'",Rivetto,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
148838,"Rivetto, Barolo Giulin",Rivetto,Italy,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2012,750
148839,"Il Palazzone, Brunello di Montalcino",Il Palazzone,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2014,750
148840,"Podere Rocche dei Manzoni, Langhe Rosso Bricco Manzoni",Podere Rocche dei Manzoni,Italy,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
148841,"Mezzacorona, Lagrein",Mezzacorona,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
148842,"Mezzacorona, Marzemino",Mezzacorona,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
148843,"Mezzacorona, Pinot Nero",Mezzacorona,Italy,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2015,750
148844,"De Angelis, Rosso Piceno Superiore",De Angelis,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
148846,"Produttori del Barbaresco, Barbaresco Riserva Rabaja",Produttori del Barbaresco,Italy,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2011,750
148847,"De Angelis, Rosso Piceno",De Angelis,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
148848,"Inama, Vin Soave Classico",Inama,Italy,White,"Appetizer, Table",12,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2012,750
148849,"De Angelis, Falerio Bianco",De Angelis,Italy,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2015,750
148850,"De Angelis, Offida Pecorino",De Angelis,Italy,White,Table,14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2010,750
148851,Villa Jolanda Gavi,Santero,Italy,White,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2007,750
148852,Modouua del Piaul Brunello di Montalcino Riserva,Modouua del Piaul,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2013,750
148853,"Conti Zecca, Malvasia Donna Marzia",Conti Zecca,Italy,White,Table,12,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2012,750
148854,"Podere Rocche dei Manzoni, Barolo Big 'd BIG",Podere Rocche dei Manzoni,Italy,Red,Table,14,15~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2013,750
148855,Villa Jolanda Prosecco Extra Dry,Santero,Italy,Sparkling,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY3,TANNIN1,0,0,750
148856,Villa Jolanda Asti Dolce,Santero,Italy,Sparkling,"Appetizer, Dessert",7.5,6~8,SWEET4,ACIDITY1,BODY3,TANNIN1,0,0,0
148857,Reignac,Chateau de Reignac,France,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,220000,2012,750
148858,"Aegerter Jean Luc & Paul, Chablis",Aegerter JeanLuc  Paul,France,White,Table,12.5,9~10,SWEET1,ACIDITY5,BODY2,TANNIN1,70000,2006,750
148859,"Aegerter Jean Luc & Paul, Nuits Saint Georges",Aegerter JeanLuc  Paul,France,Red,Table,13,15~16,SWEET1,ACIDITY5,BODY4,TANNIN2,160000,2004,750
148860,Cape Mountain Natural Sweet Red,Cape Mountain,the Republic of South Africa,Red,Dessert,8,10~12,SWEET4,ACIDITY3,BODY3,TANNIN4,25000,0,750
148861,"Vina Casa Marin, Cartagena Carmenere",Vina Casa Marin,Chile,Red,Table,12.5,16~18,SWEET1,ACIDITY5,BODY4,TANNIN2,44000,2008,750
148862,"Vignaioli di Canelli, Moscato d'Asti",Canelli  Cantina Sociale di Canelli Vignaioli di Canelli,Italy,White,"Table, Dessert",5,6~8,SWEET4,ACIDITY2,BODY3,TANNIN1,25000,0,750
148863,"Graham beck, Pinotage",Graham beck,the Republic of South Africa,Red,Table,13,16~18,SWEET2,ACIDITY4,BODY3,TANNIN3,48000,2008,750
148864,"Sant'Evasio, Brachetto d'Acqui",Santevasio,Italy,Sparkling,Dessert,6,8~10,SWEET4,ACIDITY1,BODY3,TANNIN1,60000,2007,750
148865,"Gigondas la Cave, Gigondas",Gigondas la Cave,France,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,140000,2001,750
148866,"Graham beck, Cabernet Sauvignon",Graham beck,the Republic of South Africa,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,48000,2006,750
148867,Rossini,Rossini,the Republic of South Africa,Sparkling,"Appetizer, Dessert",5,6~8,SWEET4,ACIDITY3,BODY2,TANNIN1,4500,0,300
148868,Capel Vinos Tio de La Bota Clasico White,SA Capel Vinos SA,Spain,White,Table,11,9~11,SWEET2,ACIDITY3,BODY2,TANNIN1,20000,0,750
148869,"Evergreen Vineyards, Spruce Goose Oregon Pinot Gris",Evergreen Vineyards,USA,White,Table,13.9,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,60000,2006,750
148870,"Tualatin Estate, Semi-Sparkling Muscat Frizzante",Tualatin Estate,USA,Sparkling,"Table, Dessert",6.5,6~8,SWEET3,ACIDITY2,BODY3,TANNIN1,65000,2006,750
148872,"Montinore Estate, Graham's Block 7 Pinot Noir",Montinore Estate,USA,Red,Table,13.1,15~17,SWEET1,ACIDITY5,BODY4,TANNIN3,180000,2007,750
148873,"Andrew Rich, Cuvee B Pinot Noir ",Andrew Rich,USA,Red,Table,14.1,16~18,SWEET1,ACIDITY5,BODY4,TANNIN3,180000,2006,750
148874,Capel Vinos Vinyard,SA Capel Vinos SA,Spain,Red,Table,12,14~16,SWEET1,ACIDITY3,BODY2,TANNIN2,18000,2011,750
148875,Capel Vinos Castillo del Sabinar,SA Capel Vinos SA,Spain,Red,Table,12,15~16,SWEET2,ACIDITY3,BODY3,TANNIN2,15000,0,750
148876,Capel Vinos Tio de La Bota Clasico Red,SA Capel Vinos SA,Italy,Red,Table,12,15~16,SWEET2,ACIDITY3,BODY3,TANNIN3,20000,0,750
148877,"Arcane Cellars, Pinot Noir Reserve",Arcane Cellars,USA,Red,Table,14.5,15~18,SWEET1,ACIDITY5,BODY3,TANNIN3,150000,2006,750
148879,"Coelho Winery, Pinot Noir",Coelho Winery,USA,Red,Table,13,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2016,750
148880,"Panther Creek, Pinot Noir Winemaker's Cuvee",Panther Creek Cellars,USA,Red,Table,13.7,16~18,SWEET1,ACIDITY5,BODY4,TANNIN3,180000,2008,750
148881,Ma Maison Rouge,Ma Maison,France,Red,Table,12,15~16,SWEET1,ACIDITY3,BODY3,TANNIN2,20000,0,750
148882,"Duck Pond, Jory Cuvee Pinot Noir",Duck Pond Cellars,USA,Red,Table,13.5,16~18,SWEET1,ACIDITY5,BODY4,TANNIN3,150000,2008,750
148885,Capel Vinos Gran Vega Tinto,SA Capel Vinos SA,Spain,Red,Table,12,12~14,SWEET3,ACIDITY2,BODY3,TANNIN3,12000,0,1000
148886,Capel Vinos Gran Vega Blanco,SA Capel Vinos SA,Spain,White,Table,11,8~10,SWEET3,ACIDITY3,BODY2,TANNIN1,12000,0,1000
148888,"Collin Bourisset, Bourgogne Chardonnay",Collin Bourisset,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,40000,2008,750
148890,Chateau Michel de Montaigne,Chateau Michel de Montaigne,France,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,45000,2004,750
148891,"Mahler Besse, Le Vieux Moulin",Mahler Besse,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,45000,2005,750
148892,Chateau La Couronne,Mahler Besse,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,85000,2004,750
148893,La Parde de Haut Bailly,La Parde de Haut Bailly,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,160000,2004,750
148894,"Altiplano, Gran Reserva Merlot",Altiplano,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2003,750
148895,"Archeo, Ruggeso di Sasso Grillo",Archeo,Italy,White,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN1,0,0,750
148896,Feudo Montesole Soave Classico,Tenimenti Conti Neri,Italy,White,"Appetizer, Table",,,SWEET1,ACIDITY5,BODY1,TANNIN1,25000,0,750
148897,Conti Neri Valpolicella Classico,Tenimenti Conti Neri,Italy,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,35000,0,750
148898,"Mahler Besse, Arte",Mahler Besse,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2004,750
148899,"Archeo, Ruggeso di Sasso Nero d'Avola",Archeo,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,0,750
148900,Sangria Simo,Celler Sort Del Castell,Spain,Etc,"Appetizer, Dessert",9,6~8,SWEET3,ACIDITY2,BODY2,TANNIN1,25000,0,1000
148901,Feudo di Maria Merlot,Feudo di Maria,Italy,Red,Table,14,15~17,SWEET2,ACIDITY3,BODY3,TANNIN3,42000,0,750
148902,"Collin Bourisset, Pouilly Fuisse",Collin Bourisset,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,85000,2007,750
148903,"Mahler Besse, Cordon Blanc",Mahler Besse,France,White,Dessert,13.5,7~9,SWEET5,ACIDITY2,BODY3,TANNIN1,140000,2005,750
148904,Chateau Michel de Montaigne White,Mahler Besse,France,White,Table,12.5,9~12,SWEET1,ACIDITY4,BODY2,TANNIN1,40000,2009,750
148905,"Elderton, Shiraz Cabernet Sauvignon",Elderton,Australia,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2009,750
148906,"Loxarel, Mas Cargols Pinot Noir",Loxarel,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,0,0,750
148907,"Ada, Minotauro Negro",Bodegas Ada,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
148908,"Elderton, Barossa Friends Riesling",Elderton,Australia,White,Table,,,SWEET2,ACIDITY3,BODY3,TANNIN1,0,2008,750
148909,Altos del Duraton,Bodegas Ribera del Duraton,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2007,750
148910,Chateau Triaud,Chateau Triaud,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
148911,"Domaine Lalande, Vieilles Vignes Cabernet Sauvignon",Domaine Lalande,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
148912,"Cellier des Princes, Cotes du Rhone Reserve",Cellier des Princes,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
148914,Duraton,Bodegas Ribera del Duraton,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2003,750
148915,Chateau La France,Chatau La France,France,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
148916,"Marie Louise Parisot, Chablis",Marie Louise Parisot,France,White,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2007,750
148917,"Domaine Lalande, Terrasse de Lalande",Domaine Lalande,France,White,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2008,750
148918,Duraton Syrah,Bodegas Ribera del Duraton,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2003,750
148919,"Domaine Lalande, Vieilles Vignes Chardonnay",Domaine Lalande,France,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2009,750
148920,"Marie Louise Parisot, Chablis Premier Cru",Marie Louise Parisot,France,White,Table,,,SWEET1,ACIDITY5,BODY4,TANNIN1,0,2006,750
148921,"Domaine Anne Gros, Richebourg",Domaine Anne Gros,France,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY4,TANNIN3,1287000,2004,750
148924,"Dugat Py, Gevrey Chambertin 'Les Evocelles'",Domaine Bernard Dugat Py,France,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,400000,2016,750
148926,"Dugat Py, Gevrey Chambertin 1er Cru' Petite Chapelle'",Domaine Bernard Dugat Py,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
148927,"Dugat Py, Gevrey Chambertin 1er Cru",Domaine Bernard Dugat Py,France,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,912000,2004,750
148930,"Dugat Py, Mazoyeres Chambertin Grand Cru",Domaine Bernard Dugat Py,France,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,1403000,2006,750
148931,"Dugat Py, Pommard 'La Levriere' V.V",Domaine Bernard Dugat Py,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,720000,2004,750
148932,"Dugat Py, Vosne Romanee V.V",Domaine Bernard Dugat Py,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,400000,2016,750
148933,"Cecile Tremblay, Chapelle Chambertin",Domaine Cecile Tremblay,France,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2016,750
148934,"Cecile Tremblay, Echezeaux",Domaine Cecile Tremblay,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
148935,"Cecile Tremblay, Echezeaux 'Du Dessus'",Domaine Cecile Tremblay,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
148936,"Cecile Tremblay, Nuits Saint Georges",Domaine Cecile Tremblay,France,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,0,2015,750
148937,"Cecile Tremblay, Vosne Romanee V.V",Domaine Cecile Tremblay,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2011,750
148938,Chateau L'evangile,Chateau Levangile,France,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,450000,2017,750
148939,"Christophe Roumier, Ruchottes Chambertin",Christophe Roumier,France,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
148940,"Claude Dugat, Chapelle Chambertin",Domaine Claude Dugat,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
148941,"Claude Dugat, Charmes Chambertin",Domaine Claude Dugat,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,4680000,2006,750
148942,"Claude Dugat, Geverey Chambertin",Domaine Claude Dugat,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,657000,2005,750
148943,"Claude Dugat, Gevrey Chambertin 1er Cru 'Lavaut Saint Jacques'",Domaine Claude Dugat,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
148944,"Claude Dugat, Gevrey Chambertin 1er Cru",Domaine Claude Dugat,France,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
148945,"Claude Dugat, Griotte Chambertin",Domaine Claude Dugat,France,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2015,750
148946,Clos Puy Arnaud,Clos Puy Arnaud,France,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2017,750
148947,Chateau Clos Saint Emilion Philippe,Chateau Clos SaintEmilion Philippe,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
148948,"Comte Georges de Vogue, Bonnes Mares Grand Cru",Domaine Comte Georges de Vogue,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY4,TANNIN3,1238000,2001,750
148949,"Comte Georges de Vogue, Chambolle Musigny 1er Cru 'Les Amoureuses'",Domaine Comte Georges de Vogue,France,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY2,TANNIN2,0,1999,750
148950,"Comte Georges de Vogue, Chambolle Musigny 1er Cru",Domaine Comte Georges de Vogue,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2012,750
148951,"Comte Georges de Vogue, Chambolle Musigny",Domaine Comte Georges de Vogue,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,759000,2004,750
148953,"Comtes Lafon, Volnay 1er Cru 'Santenots du Milieu'",Domaine des Comtes Lafon,France,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,1080000,2005,750
148954,"Denis Mortet, Gevery Chambertin 'Au Velle'",Domaine Denis Mortet,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2003,750
148956,"Denis Mortet, Gevrey Chambertin 1er Cru 'Les Champeaux'",Domaine Denis Mortet,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,707000,2005,750
148957,"Dirler Cade, Pinot Noir Cuvee Ludivine",Dirler Cade,France,Red,Table,12,15~16,SWEET1,ACIDITY3,BODY3,TANNIN2,66000,2006,750
148958,"Gardin Perrotto, Givry 1er Cru 'Clos Salomon'",GardinPerrotto,France,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY2,TANNIN2,141000,2007,750
148960,"Domaine Drouhin Laroze, Chambetin Clos de Beze",Domaine Drouhin Laroze,France,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,525000,2004,750
148962,"Domaine Drouhin Laroze, Gevrey Chambertin",Domaine Drouhin Laroze,France,Red,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2013,750
148963,"Drouhin Laroze, Gevrey Chambertin 1er Cru 'Au Closeau'",Domaine Drouhin Laroze,France,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,0,2016,750
