id,name,producer,nation,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
151175,Valdelana Rioja,Valdelana BODEGAS VALDELANA,Spain,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
151176,Les Demoiselles de Falfas,Chateau Falfas,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,55000,2009,750
151177,"Santa Ana, Homage Malbec",Santa Ana  Bodegas Santa Ana,Argentina,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,65000,2013,750
151179,Chateau Falfas,Chateau Falfas,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2009,750
151180,"Planeta, La Segreta Rosso",Planeta Wines,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,28000,2014,750
151181,"Planeta, La Segreta Bianco",Planeta Wines,Italy,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,28000,2016,750
151182,"Planeta, Burdese",Planeta Wines,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,75000,2013,750
151183,"Planeta, Chardonnay",Planeta Wines,Italy,White,Table,14,11~13,SWEET1,ACIDITY3,BODY4,TANNIN1,75000,2016,750
151184,"Planeta, Syrah",Planeta Wines,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,75000,2013,750
151185,"Planeta, Alastro",Planeta Wines,Italy,White,Table,12.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,30000,2016,750
151186,"Planeta, Plumbago",Planeta Wines,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,2016,750
151187,Eileen Hardy Shiraz,Hardys,Australia,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2016,750
151188,"Hardys, Nottage Hill Cabernet Sauvignon",Hardys,Australia,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,14900,2017,750
151189,"Hardys, Nottage Hill Cabernet Shiraz",Hardys,Australia,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,14900,2017,750
151190,Hardys Nottage Hill Chardonnay,Hardys,Australia,White,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,14900,2017,750
151191,"Hardys Mill Cellars, Chardonnay",Hardys,Australia,White,Table,13,11~13,SWEET2,ACIDITY3,BODY2,TANNIN1,0,2016,750
151192,"Hardys Mill Cellars, Shiraz",Hardys,Australia,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
151193,"Hardys, VR Cabernet Sauvignon",Hardys,Australia,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY3,TANNIN3,12900,2017,750
151194,Hardys VR Merlot,Hardys,Australia,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY3,TANNIN2,0,2016,750
151195,"Hardys, VR Chardonnay",Hardys,Australia,White,Table,13,10~12,SWEET1,ACIDITY2,BODY3,TANNIN1,12900,2017,750
151196,"Hardys, VR Shiraz",Hardys,Australia,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY3,TANNIN3,12900,2016,750
151197,"Hardys, Stamp Riesling Gewurtztraminer",Hardys,Australia,White,"Appetizer, Dessert",11,9~11,SWEET3,ACIDITY2,BODY3,TANNIN1,0,2015,750
151198,"Hardys, Stamp Shiraz Cabernet",Hardys,Australia,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2019,750
151199,"Hardys, Stamp Sparkling",Hardys,Australia,Sparkling,Appetizer,11.8,7~9,SWEET1,ACIDITY4,BODY3,TANNIN1,32000,0,750
151200,"Hardys, HRB Cabernet Sauvignon ",Hardys,Australia,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2018,750
151201,"Hardys, HRB Chardonnay ",Hardys,Australia,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2017,750
151202,"Hardy's, HRB Shiraz ",Hardys,Australia,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2016,750
151203,"Hardys, Oomoo Coonawara Cabernet Sauvignon",Hardys,Australia,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,80000,2012,750
151204,"Hardys, Oomoo Mclaren Vale Shiraz",Hardys,Australia,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,80000,2012,750
151205,Chateau Taillefer,Chateau Taillefer,France,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,200000,2009,750
151206,Chateau Ferran Blanc,Chateau Ferran,France,White,Table,13,8~10,SWEET1,ACIDITY4,BODY3,TANNIN1,80000,2007,750
151207,Chateau Ferran,Chateau Ferran,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,90000,2007,750
151208,Zenato Cormi Corvina Merlot,SRL Zenato Azienda Vitivinicola SRL,Italy,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,70000,2009,750
151209,Zenato Lugana San Benedetto,SRL Zenato Azienda Vitivinicola SRL,Italy,White,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,45000,2013,750
151210,Zenato Ripassa Valpolicella Superiore,SRL Zenato Azienda Vitivinicola SRL,Italy,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,100000,2011,750
151211,Zenato Valpolicella Superiore,SRL Zenato Azienda Vitivinicola SRL,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,45000,2012,750
151212,Zenato Amarone della Valpolicella Classico,SRL Zenato Azienda Vitivinicola SRL,Italy,Red,Table,16.5,16~18,SWEET2,ACIDITY3,BODY5,TANNIN3,240000,2010,750
151213,"Clos Du Val, ARIADNE",Clos Du Val,USA,White,Table,13.5,7~9,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2010,750
151214,Estampa Gold,VINA ESTAMPA,Chile,Red,Table,14,12,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
151215,"Clos Du Val, Chardonnay Reserve",Clos Du Val,USA,White,Table,13.5,7~9,SWEET1,ACIDITY3,BODY4,TANNIN1,0,2010,750
151216,"Estampa, Estate Reserve Assemblage Cabernet Sauvignon ",VINA ESTAMPA,Chile,Red,Table,14.4,12,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
151217,Estampa Estate Assemblage Syrah Cabernet Sauvignon Merlot,VINA ESTAMPA,Chile,Red,Table,14.7,12,SWEET1,ACIDITY3,BODY4,TANNIN4,60000,2009,750
151218,"Estampa, Estate Assemblage Cabernet Sauvignon/ Petit Verdot",VINA ESTAMPA,Chile,Red,Table,14.4,12,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
151220,"Estampa Estate Assemblage, Viognier Chardonnay",VINA ESTAMPA,Chile,White,Appetizer,13,8,SWEET2,ACIDITY3,BODY2,TANNIN1,0,2011,750
151221,"Ticket To Chile,  Cabernet Sauvignon",VINA ESTAMPA,Chile,Red,Table,14,12,SWEET2,ACIDITY3,BODY3,TANNIN3,0,2014,750
151222,Ticket To Chile  Sauvignon Blanc,VINA ESTAMPA,Chile,White,Table,13.5,5,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2014,750
151223,"Santa Barbara, Gran Reserva",Bodegas Fernando Castro,Spain,Red,Table,13,12,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
151225,"Finca Los Altos,  Gran  Reserva ",Bodegas Fernando Castro,Spain,Red,Table,13~14,12,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2010,750
151226,"Finca Los Altos,  Reserva  ",Bodegas Fernando Castro,Spain,Red,Table,13,12,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
151227,Paul Cheneau Gaudi Brut reserve CAVA,Giro Ribot,Spain,Sparkling,Appetizer,12,5~7,SWEET1,ACIDITY3,BODY2,TANNIN1,0,0,750
151228,Paul Cheneau Gold Bubbles Brut Cava,Giro Ribot,Spain,Sparkling,Appetizer,12,5~7,SWEET1,ACIDITY3,BODY2,TANNIN1,45000,0,750
151229,Pasion de Bobal,Terra Nostra de Vinos SL,Spain,Red,Table,13.5,12,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
151230,"Perla Maris, verdejo ",Terra Nostra de Vinos SL,Spain,White,Appetizer,13.5,5,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2016,750
151231,Ladron De Guevara  Reserva,Terra Nostra de Vinos SL,Spain,Red,Table,13.5,12,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
151232,"Ladron De Guevara, Red Seleccion Tempranillo",Terra Nostra de Vinos SL,Spain,Red,Table,13.5,12,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
151233,"Dourthe, Numero 1 Rose",Dourthe  Vins  Vignobles Dourthe,France,Rose,Table,12.5,12~14,SWEET1,ACIDITY4,BODY2,TANNIN1,51000,2015,750
151234,"Dourthe, Grands Terroirs Bordeaux Sauvignon Blanc ",Dourthe  Vins  Vignobles Dourthe,France,White,"Appetizer, Table",12,10~12,SWEET2,ACIDITY4,BODY3,TANNIN1,24000,2014,750
151235,"Dourthe, Grands Terroirs Graves",Dourthe  Vins  Vignobles Dourthe,France,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,37000,2015,750
151237,"Schloss Gobelsburg, Gruner Veltliner Lamm  ",Schloss Gobelsburg,Austria,White,"Appetizer, Table",13.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2011,750
151238,Domaene Gobelsburg Gruner Veltliner,Schloss Gobelsburg,Austria,White,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2012,750
151239,Domaene Gobelsburg Riesling,Schloss Gobelsburg,Austria,White,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2012,750
151240,Domaene Gobelsburg Zweigelt,Schloss Gobelsburg,Austria,Red,Table,12.5,15~17,SWEET2,ACIDITY5,BODY2,TANNIN2,0,2011,750
151241,"Dinastia Vivanco, Blanco",Dinastia Vivanco,Spain,White,Table,12.5,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2015,750
151242,"Fairview, Riesling ",Fairview,the Republic of South Africa,White,Dessert,13,9~11,SWEET4,ACIDITY2,BODY2,TANNIN1,0,2017,750
151243,"Dinastia Vivanco, Reserva",Dinastia Vivanco,Spain,Red,Table,13~14,18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
151244,"Zimmermann Graeff & Muller, Rheinhessen Auslese",ZGM ZGM Zimmermman Graeff  Muller,Germany,White,Dessert,10.5,9~11,SWEET4,ACIDITY2,BODY2,TANNIN1,0,2013,750
151245,Michel Schneider Dornfelder Rose Eiswein,ZGM ZGM Zimmermman Graeff  Muller,Germany,Rose,Dessert,10,8~10,SWEET5,ACIDITY2,BODY4,TANNIN1,60000,0,500
151246,"Trynity Oaks, Pinot Noir",Trynity Oaks,USA,Red,Table,14.5,14~16,SWEET1,ACIDITY3,BODY2,TANNIN2,30000,2010,750
151248,Simply Riesling,Tesco Group Tesco Simply Wine,Germany,White,Table,10.5,9~11,SWEET3,ACIDITY5,BODY2,TANNIN1,9900,0,750
151249,Simply Muscadet,Tesco Group Tesco Simply Wine,France,White,Table,12,10~12,SWEET2,ACIDITY2,BODY3,TANNIN1,9900,0,750
151252,Simply Garnacha,Tesco Group Tesco Simply Wine,Spain,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,9900,0,750
151253,Simply Malbec,Tesco Group Tesco Simply Wine,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,9900,0,750
151254,Simply Prosecco Spumante,Tesco Group Tesco Simply Wine,Italy,Sparkling,"Appetizer, Table",11,6~8,SWEET1,ACIDITY3,BODY1,TANNIN1,9900,0,750
151255,"Chateau Montus, Pacherenc Sec Montus ",Chateau Montus,France,White,Table,13,10~12,SWEET2,ACIDITY3,BODY3,TANNIN1,110000,2008,750
151256,"Chateau Montus, Cuvee Prestige",Chateau Montus,France,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,260000,1999,750
151257,"Marcel Lapierre, Morgon ",Marcel Lapierre,France,Red,Table,13,14~16,SWEET1,ACIDITY5,BODY3,TANNIN2,90000,2010,750
151258,Chateau Soutard,Chateau Soutard Grand Cru Classe,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
151259,Brumont Merlot Tannat,Chateau Montus,France,Red,Table,13.5,12~14,SWEET1,ACIDITY4,BODY5,TANNIN5,30000,2009,750
151260,BruMont Tannat Syrah Merlot Rose,Chateau Montus,France,Rose,Table,12,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,30000,2010,750
151261,Brumont Gros Manseng Sauvignon,Chateau Montus,France,White,Table,12,9~11,SWEET1,ACIDITY4,BODY3,TANNIN1,30000,2010,750
151262,"Yves Cuilleron, Viognier",Yves Cuilleron,France,White,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,72000,2011,750
151263,"Yves Cuilleron, Syrah",Yves Cuilleron,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,56000,2011,750
151264,"Yves Cuilleron, Syrah 'Les Candives'",Yves Cuilleron,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,90000,2011,750
151265,"Yves Cuilleron, Saint Joseph Rouge Amarybelle",Yves Cuilleron,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,118000,2011,750
151266,"Domaine Dujac, Chambolle-Musigny",Domaine Dujac,France,Red,Table,13,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,152000,2009,750
151267,Ceviche Sauvignon Blanc,Anders lane,USA,White,Table,13.5,11~13,SWEET2,ACIDITY4,BODY2,TANNIN1,46000,2009,750
151270,Terra d'Oro Amador County Moscato,Terra dOro,USA,White,"Appetizer, Dessert",10,7~9,SWEET4,ACIDITY2,BODY3,TANNIN1,35000,2012,750
151271,"Napa Cellars, Chardonnay",Napa Celllars,USA,White,Table,13~14,10~12,SWEET2,ACIDITY5,BODY4,TANNIN1,100000,2016,750
151273,Chateau Los Boldos Momentos  Carmenere,Chateau Los Boldos,Chile,Red,Table,13,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,0,2009,750
151274,Vina Dante Red,Bodegas Milenium SL,Spain,Red,Table,11,15~17,SWEET2,ACIDITY3,BODY2,TANNIN1,0,0,750
151275,Vina Dante White,Bodegas Milenium SL,Spain,White,"Appetizer, Dessert",11,10~12,SWEET3,ACIDITY3,BODY2,TANNIN1,0,0,750
151276,"Domaine de Nizas, Coteaux du Languedoc Rose",Domaine de Nizas,France,Rose,"Appetizer, Table",13~14,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,0,2015,750
151277,Porto Del Rey Semi-Sweet Red,Bodegas Fernando Castro,Spain,Red,Dessert,12,12,SWEET3,ACIDITY3,BODY3,TANNIN2,0,2015,750
151278,Porto Del Rey Semi-Sweet White,Bodegas Fernando Castro,Spain,White,Table,12,8,SWEET3,ACIDITY2,BODY3,TANNIN1,0,2015,750
151279,Trilogy Essential Merlot,De Aguirre Family,Chile,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,20000,2014,750
151280,Trilogy Essential Cabernet Sauvignon,De Aguirre Family,Chile,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,20000,2014,750
151281,Trilogy Essencial Chardonnay,De Aguirre Family,Chile,White,Table,13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,20000,2014,750
151282,Trilogy Infinity Cabernet Sauvignon Reserva,De Aguirre Family,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2012,750
151283,Trilogy Infinity Merlot Reserva,De Aguirre Family,Chile,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,30000,2012,750
151284,Trilogy Infinity Sauvignon Blanc Reserva,De Aguirre Family,Chile,White,Table,13.5,12~14,SWEET1,ACIDITY4,BODY2,TANNIN1,30000,2012,750
151285,Trilogy Ultimate Canernet Syrah Grand Reserve,De Aguirre Family,Chile,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,50000,2010,750
151286,Trilogy Ultimate Syrah Grand Reserve,De Aguirre Family,Chile,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,50000,2010,750
151287,"Alta Vista, Single Vinyard Serenade ",Alta Vista,Argentina,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,176000,2014,750
151288,Yealands Clearwater Cove Sauvignon Blanc,Yealands,New Zealand,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,39000,2012,750
151289,"Undurraga, Oops Carmenere ",Undurraga Vina Undurraga,Chile,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2012,750
151290,1879 S Cabernet Sauvignon,Vinedos Errazuriz Ovalle SA,Chile,Red,Table,13.5,15,SWEET1,ACIDITY4,BODY3,TANNIN3,30000,2014,750
151292,"Undurraga, Oops Sauvignon Blanc ",Undurraga Vina Undurraga,Chile,White,Table,13,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,0,2013,750
151293,1879 A Cabernet Sauvignon Reserva,Vinedos Errazuriz Ovalle SA,Chile,Red,Table,14,15,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2013,750
151294,"Seghesio, Pinot Grigio",Seghesio,USA,White,Table,12.7,8~10,SWEET2,ACIDITY3,BODY3,TANNIN1,0,2015,750
151295,"Undurraga, Oops Chardonnay  ",Undurraga Vina Undurraga,Chile,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2011,750
151296,Bucatini,Anders lane,USA,Red,Table,13.5,15~17,SWEET2,ACIDITY3,BODY3,TANNIN3,50000,2008,750
151297,"Seghesio, Omaggio",Seghesio,USA,Red,Table,14.8,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
151300,"Domaines Paul Mas, Claude Val Rouge ",Domaines Paul Mas,France,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2010,750
151301,VIN 7479 SYRAH,Vinedos Errazuriz Ovalle SA,Chile,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,27000,2014,750
151302,"Seghesio, Home Ranch Zinfandel",Seghesio,USA,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,240000,2018,750
151303,"Errazuriz Ovalle, VIN 7479 Merlot",Vinedos Errazuriz Ovalle SA,Chile,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY2,TANNIN3,27000,2012,750
151304,"Alta Vista, Terroir Selection Malbec",Alta Vista,Argentina,Red,Table,14.8,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,84000,2016,750
151305,"Domaine Jean Trapet, Chambertin Grand Cru",Domaine Jean Trapet,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,700000,2007,750
151306,"Domaine Jean Trapet, Chapelle Chambertin Grand Cru",Domaine Jean Trapet,France,Red,Table,,,SWEET2,ACIDITY5,BODY3,TANNIN3,498000,2007,750
151307,"Domaine Jean Trapet, Gevrey Chambertin 1er Cru 'Clos Prieur'",Domaine Jean Trapet,France,Red,Table,12.5,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,338000,2007,750
151308,Chateau Haura,Chateau Haura,France,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2010,750
151309,"Domaine Jean Trapet, Latricieres Chambertin",Domaine Jean Trapet,France,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,510000,2007,750
151310,Chateau Falfas de Chevalie,Chateau Falfas,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,150000,2005,750
151311,Domaine Charvin Chateauneuf du Pape,Domaine Charvin,France,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,180000,2009,750
151312,Domaine Charvin Cotes du Rhone,Domaine Charvin,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,64000,2009,750
151315,Dorado Red,Bodegas Milenium SL,Spain,Red,Table,11,12~13,SWEET4,ACIDITY1,BODY2,TANNIN2,12000,0,750
151316,Dorado White,Bodegas Milenium SL,Spain,White,Dessert,11~12,10~11,SWEET5,ACIDITY2,BODY2,TANNIN1,12000,0,750
151317,Le Charme de Marjosse Rouge,Chateau Marjosse,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,48000,2011,750
151318,L'Orangerie de Cantemerle,Chateau Cantemerle Grand Cru Classe5th Cru,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2007,750
151319,Esprit de Grand-Puy Ducasse,Chateau Grand Puy Ducasse Grand Cru Classe5th Cru,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2007,750
151320,Marguax de Cantenac Brown,Chateau CantenacBrown Grand Cru Classe3rd Cru,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
151321,Philippe Augustin Aligote,Philippe Augustin,France,White,Table,,,SWEET1,ACIDITY5,BODY4,TANNIN1,0,2008,750
151323,Livius Temprnaillo,Vallformosa,Spain,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2007,750
151324,Munia Roble,Vina Guarena,Spain,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,44000,2019,750
151325,"Tapas, Verdejo",The Tapas Wine Collection,Spain,White,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN1,0,2018,750
151326,"Tapas, Garnacha  Rose",The Tapas Wine Collection,Spain,Rose,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2018,750
151327,"Tapas, Moscato",The Tapas Wine Collection,Spain,White,Table,,,SWEET4,ACIDITY2,BODY3,TANNIN1,0,2018,750
151328,"Monasterio, Joven",S A Grandes Vino Vinedos S A,Spain,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,25000,2017,750
151330,"Monasterio, Reserva",S A Grandes Vino Vinedos S A,Spain,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,52000,2012,750
151331,"Schloss Johannisberg, Gelblack",Schloss Johannisberg,Germany,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2013,750
151332,"Cono Sur, Sauvignon Blanc",Cono Sur,Chile,White,"Appetizer, Table",,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2011,750
151333,"Cono Sur, Cosecha Noble",Cono Sur,Chile,White,Dessert,,,SWEET5,ACIDITY2,BODY4,TANNIN1,34000,2010,375
151334,"d'Arenberg, High Trellis Cabernet Sauvignon",dArenberg,Australia,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2015,750
151335,"Evening Land, Oregon Blue Label Pinot Noir",Evening Land Vineyards,USA,Red,Table,,,SWEET1,ACIDITY5,BODY4,TANNIN3,0,2011,750
151337,"Vincent Girardin, Puligny Montrachet",Vincent Girardin,France,White,Table,13,13~15,SWEET1,ACIDITY5,BODY3,TANNIN1,100000,2009,375
151338,"Domaine Gros Frere et Soeur, Richbourg",Domaine Gros Frere et Soeur,France,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,1500000,2010,750
151339,"Vincent Girardin, Le Montrachet",Vincent Girardin,France,White,Table,13,12~13,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2002,750
151340,"Dominique Laurent,  Pommard v.v.",Domaine Laurent pere et fils,France,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,200000,2007,750
151341,"Vincent Girardin, Pommard 1er Cru 'les Grands Epenots'",Vincent Girardin,France,Red,Table,13,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,250000,2007,750
151342,"Vincent Girardin, Vosne Romanee 1er Cru 'les Beaux Monts'",Vincent Girardin,France,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,300000,2008,750
151343,"Chateau Los Boldos, 60 My Generation",Chateau Los Boldos,Chile,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,150000,2009,750
151344,"Chateau Los Boldos, 70 My Generation",Chateau Los Boldos,Chile,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,70000,2010,750
151345,"Chateau Los Boldos, 80 My Generation",Chateau Los Boldos,Chile,Red,Table,14.5,15~17,SWEET2,ACIDITY4,BODY4,TANNIN4,60000,2010,750
151346,"Chateau Los Boldos, 90 My Generation",Chateau Los Boldos,Chile,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2012,750
151347,Mosketto White,MGM Mondo del Vino,Italy,White,Dessert,5~6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,22500,0,750
151348,Main Street Cabernet Sauvignon,Trinchero Family Estate,USA,Red,Table,13.35,15~17,SWEET1,ACIDITY3,BODY5,TANNIN3,30000,2011,750
151349,Main Street Merlot,Trinchero Family Estate,USA,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY5,TANNIN3,0,2009,750
151350,Main Street Chardonnay,Trinchero Family Estate,USA,White,Table,13.7,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,30000,2011,750
151351,"Sutter Home, Bubbly Moscato",Trinchero Family Estate,USA,Sparkling,Dessert,10.1,8~10,SWEET4,ACIDITY1,BODY2,TANNIN1,0,0,750
151352,"Sutter Home, Bubbly Pink Moscato",Trinchero Family Estate,USA,Sparkling,Dessert,10.2,8~10,SWEET4,ACIDITY1,BODY2,TANNIN1,30000,0,750
151353,"Gabbiano, Pinot Grigio",Castello di Gabbiano,Italy,White,"Appetizer, Table",12~13,8~9,SWEET1,ACIDITY3,BODY2,TANNIN1,42000,2017,750
151354,"Gabbiano, Chianti",Castello di Gabbiano,Italy,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,48000,2017,750
151355,"Gabbiano, Chianti Classico Riserva",Castello di Gabbiano,Italy,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,85000,2013,750
151356,Simply Pinot Grigio,Tesco Group Tesco Simply Wine,Italy,White,Table,12,10~12,SWEET1,ACIDITY3,BODY1,TANNIN1,9900,0,750
151358,Finest 1531 Blanquette de Limoux,Tesco Finest,France,Sparkling,Appetizer,12.5,6~8,SWEET1,ACIDITY3,BODY1,TANNIN1,45000,0,750
151359,Finest Cotes Catalanes Carignan,Tesco Finest,France,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,21000,2012,750
151360,Finest Cotes Catalanes Grenache,Tesco Finest,France,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,21000,2011,750
151361,Finest Fleurie,Tesco Finest,France,Red,Table,12.5,14~16,SWEET1,ACIDITY4,BODY2,TANNIN1,32000,2011,750
151362,Finest Fino Sherry,Tesco Finest,Spain,Fortified,Appetizer,15,18~20,SWEET2,ACIDITY3,BODY4,TANNIN2,23000,0,500
151363,Finest Soave Classico Superiore,Tesco Finest,Italy,White,Appetizer,12.5,10~12,SWEET1,ACIDITY4,BODY1,TANNIN1,27000,2011,750
